jid,sk_gap,alignn_gap,dft_gap
Interface-JVASP-1002_JVASP-10591_film_miller_0_0_1_sub_miller_0_0_1_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_0.0_vasp,0.232214,0.8608180284500122,0.0
Interface-JVASP-1327_JVASP-36204_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.5_-0.35_vasp,1.481198,1.179487943649292,0.3588
Interface-JVASP-1327_JVASP-36204_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.5_-0.35_vasp,1.481198,1.179487943649292,0.3588
Interface-JVASP-1327_JVASP-8183_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_-0.35_vasp,1.951526,1.3733949661254883,0.7601
Interface-JVASP-1327_JVASP-8183_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_-0.35_vasp,1.951526,1.3733949661254883,0.7601
Interface-JVASP-1702_JVASP-8183_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_-0.05_vasp,2.476373,1.251004695892334,1.0928
Interface-JVASP-1702_JVASP-8183_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_-0.05_vasp,2.476373,1.251004695892334,1.0928
Interface-JVASP-1312_JVASP-79204_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.3_-0.35_vasp,1.177719,1.6110466718673706,0.1653
Interface-JVASP-1312_JVASP-79204_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.3_-0.35_vasp,1.177719,1.6110466718673706,0.1653
Interface-JVASP-1183_JVASP-1198_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.1_0.3_vasp,2.249964,0.6403851509094238,0.3608
Interface-JVASP-1198_JVASP-1192_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.0_vasp,2.100672,0.9316377639770508,0.3387
Interface-JVASP-1186_JVASP-1198_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.25_vasp,0.783807,0.2663617432117462,0.0723
Interface-JVASP-1408_JVASP-8182_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.45_-0.45_vasp,1.02054,1.0841188430786133,0.2411
Interface-JVASP-1408_JVASP-8182_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.45_-0.45_vasp,1.02054,1.0841188430786133,0.2411
Interface-JVASP-1109_JVASP-816_film_miller_0_0_1_sub_miller_0_0_1_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_0.35_vasp,0.00032,0.25094902515411377,0.0
Interface-JVASP-96_JVASP-1198_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.2_vasp,2.563883,1.055765151977539,0.3816
Interface-JVASP-1198_JVASP-8003_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_0.45_vasp,2.573662,1.0086033344268799,0.2296
Interface-JVASP-39_JVASP-36873_film_miller_0_0_1_sub_miller_0_0_1_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_-0.05_vasp,0.002006,1.7852540016174316,0.0
Interface-JVASP-30_JVASP-1180_film_miller_0_0_1_sub_miller_0_0_1_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_-0.25_vasp,0.014777,0.9167467355728149,0.0
Interface-JVASP-1186_JVASP-96_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_0.2_vasp,1.219042,0.29482245445251465,0.0004
Interface-JVASP-39_JVASP-1183_film_miller_0_0_1_sub_miller_0_0_1_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_-0.2_vasp,0.17223,2.148353099822998,0.0
Interface-JVASP-1408_JVASP-7630_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_0.2_vasp,0.722624,0.9490991830825806,0.1046
Interface-JVASP-1408_JVASP-7630_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_0.2_vasp,0.722624,0.9490991830825806,0.1046
Interface-JVASP-1002_JVASP-1183_film_miller_0_0_1_sub_miller_0_0_1_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.15_-0.3_vasp,0.000796,0.38716021180152893,0.2564
Interface-JVASP-1002_JVASP-30_film_miller_0_0_1_sub_miller_0_0_1_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_-0.05_vasp,0.000107,0.3072383403778076,0.0
Interface-JVASP-1002_JVASP-30_film_miller_0_0_1_sub_miller_0_0_1_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_-0.05_vasp,0.000107,0.3072383403778076,0.0
Interface-JVASP-1312_JVASP-1186_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.15_-0.35_vasp,0.415195,0.779707670211792,0.0175
Interface-JVASP-1312_JVASP-1186_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.15_-0.35_vasp,0.415195,0.779707670211792,0.0175
Interface-JVASP-1312_JVASP-8183_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.3_vasp,1.240571,1.1068519353866577,0.172
Interface-JVASP-1312_JVASP-8183_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.3_vasp,1.240571,1.1068519353866577,0.172
Interface-JVASP-1312_JVASP-8184_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.3_vasp,1.414989,1.114256739616394,0.1392
Interface-JVASP-1312_JVASP-8184_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.3_vasp,1.414989,1.114256739616394,0.1392
Interface-JVASP-30_JVASP-23_film_miller_0_0_1_sub_miller_0_0_1_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.15_-0.15_vasp,0.00576,0.9387012720108032,0.0
Interface-JVASP-1702_JVASP-37905_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.1_0.1_vasp,1.070386,1.2707910537719727,0.4833
Interface-JVASP-1702_JVASP-37905_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.1_0.1_vasp,1.070386,1.2707910537719727,0.4833
Interface-JVASP-1312_JVASP-105410_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.2_-0.45_vasp,0.124231,0.5828649997711182,0.1423
Interface-JVASP-1312_JVASP-105410_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.2_-0.45_vasp,0.124231,0.5828649997711182,0.1423
Interface-JVASP-1327_JVASP-1195_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.5_-0.15_vasp,1.930642,0.7243597507476807,0.3877
Interface-JVASP-1327_JVASP-1195_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.5_-0.15_vasp,1.930642,0.7243597507476807,0.3877
Interface-JVASP-1327_JVASP-8169_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.2_-0.4_vasp,2.190699,1.261913776397705,0.3624
Interface-JVASP-1327_JVASP-8169_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.2_-0.4_vasp,2.190699,1.261913776397705,0.3624
Interface-JVASP-1183_JVASP-1393_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.15_0.05_vasp,1.40681,0.8161101341247559,0.4066
Interface-JVASP-1183_JVASP-1393_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.15_0.05_vasp,1.40681,0.8161101341247559,0.4066
Interface-JVASP-22685_JVASP-35748_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_0.2_vasp,2.005415,0.5959622859954834,0.7606
Interface-JVASP-22685_JVASP-35748_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_0.2_vasp,2.005415,0.5959622859954834,0.7606
Interface-JVASP-22685_JVASP-7671_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.15_vasp,1.718055,0.5996140241622925,0.3404
Interface-JVASP-22685_JVASP-7671_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.15_vasp,1.718055,0.5996140241622925,0.3404
Interface-JVASP-1192_JVASP-7630_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.15_-0.35_vasp,0.878889,1.024861216545105,0.395
Interface-JVASP-1192_JVASP-7630_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.15_-0.35_vasp,0.878889,1.024861216545105,0.395
Interface-JVASP-1312_JVASP-22685_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.4_vasp,0.993532,0.8651894330978394,0.0
Interface-JVASP-1312_JVASP-22685_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.4_vasp,0.993532,0.8651894330978394,0.0
Interface-JVASP-1312_JVASP-8169_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.25_0.45_vasp,2.48017,1.5011658668518066,0.4065
Interface-JVASP-1312_JVASP-8169_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.25_0.45_vasp,2.48017,1.5011658668518066,0.4065
Interface-JVASP-1327_JVASP-8158_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.05_-0.35_vasp,3.386787,0.6508159637451172,1.2825
Interface-JVASP-1327_JVASP-8158_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.05_-0.35_vasp,3.386787,0.6508159637451172,1.2825
Interface-JVASP-8182_JVASP-8184_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.5_0.2_vasp,2.627268,1.7141268253326416,1.7101
Interface-JVASP-8182_JVASP-8184_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.5_0.2_vasp,2.627268,1.7141268253326416,1.7101
Interface-JVASP-8183_JVASP-8184_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.2_vasp,1.960793,1.4607678651809692,1.3651
Interface-JVASP-8183_JVASP-8184_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.2_vasp,1.960793,1.4607678651809692,1.3651
Interface-JVASP-8185_JVASP-36119_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_0.35_vasp,0.687656,0.040269635617733,0.0295
Interface-JVASP-8185_JVASP-36119_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_0.35_vasp,0.687656,0.040269635617733,0.0295
Interface-JVASP-8186_JVASP-17700_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_0.0_vasp,0.000998,0.2195988893508911,0.0
Interface-JVASP-8186_JVASP-17700_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_0.0_vasp,0.000998,0.2195988893508911,0.0
Interface-JVASP-8186_JVASP-36119_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.4_vasp,0.716624,0.17283448576927185,0.3573
Interface-JVASP-8186_JVASP-36119_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.4_vasp,0.716624,0.17283448576927185,0.3573
Interface-JVASP-8186_JVASP-7671_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.4_vasp,2.141085,0.9800769090652466,0.5212
Interface-JVASP-8186_JVASP-7671_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.4_vasp,2.141085,0.9800769090652466,0.5212
Interface-JVASP-96_JVASP-7671_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.15_0.45_vasp,1.825717,0.8820000886917114,0.4859
Interface-JVASP-96_JVASP-7671_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.15_0.45_vasp,1.825717,0.8820000886917114,0.4859
Interface-JVASP-96_JVASP-85122_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.4_-0.25_vasp,2.440958,0.4779980778694153,0.5341
Interface-JVASP-96_JVASP-85122_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.4_-0.25_vasp,2.440958,0.4779980778694153,0.5341
Interface-JVASP-890_JVASP-1186_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.5_-0.25_vasp,0.007275,0.012135699391365051,0.0
Interface-JVASP-890_JVASP-1186_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.5_-0.25_vasp,0.007275,0.012135699391365051,0.0
Interface-JVASP-1192_JVASP-107_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_-0.45_vasp,1.697789,1.2119284868240356,0.1618
Interface-JVASP-1192_JVASP-107_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_-0.45_vasp,1.697789,1.2119284868240356,0.1618
Interface-JVASP-1192_JVASP-37905_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.05_-0.35_vasp,1.216247,0.8607083559036255,0.3206
Interface-JVASP-1192_JVASP-37905_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.05_-0.35_vasp,1.216247,0.8607083559036255,0.3206
Interface-JVASP-1408_JVASP-95_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.4_vasp,1.797884,0.5745491981506348,0.3287
Interface-JVASP-1408_JVASP-95_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.4_vasp,1.797884,0.5745491981506348,0.3287
Interface-JVASP-1312_JVASP-96_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.1_0.0_vasp,1.216831,1.175922155380249,0.5186
Interface-JVASP-1312_JVASP-96_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.1_0.0_vasp,1.216831,1.175922155380249,0.5186
Interface-JVASP-107_JVASP-35748_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.05_0.45_vasp,0.000435,0.46163180470466614,0.0
Interface-JVASP-1183_JVASP-8182_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.35_-0.45_vasp,1.93671,0.9979314804077148,0.1578
Interface-JVASP-1186_JVASP-7671_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_0.25_vasp,0.965814,0.04996810853481293,0.0004
Interface-JVASP-1073_JVASP-85122_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.1_vasp,1.130257,0.31290361285209656,0.5611
Interface-JVASP-1073_JVASP-85122_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_0.1_vasp,1.130257,0.31290361285209656,0.5611
Interface-JVASP-1195_JVASP-36123_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_0.2_vasp,0.856811,0.15193215012550354,0.1717
Interface-JVASP-1195_JVASP-8003_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.1_0.0_vasp,2.212587,0.7406965494155884,0.4075
Interface-JVASP-35711_JVASP-36123_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_0.4_vasp,0.000989,0.018843412399291992,0.0091
Interface-JVASP-35748_JVASP-36119_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.2_vasp,0.207042,0.12046971917152405,0.1818
Interface-JVASP-36119_JVASP-36123_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.1_vasp,0.090843,0.009275808930397034,0.1108
Interface-JVASP-36204_JVASP-35711_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.35_0.05_vasp,0.040809,0.8013603687286377,0.0
Interface-JVASP-36204_JVASP-39_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.25_-0.35_vasp,1.892498,1.750495433807373,1.726
Interface-JVASP-36204_JVASP-39_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.25_-0.35_vasp,1.892498,1.750495433807373,1.726
Interface-JVASP-37905_JVASP-17700_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.2_0.45_vasp,0.001526,0.5323364734649658,0.3265
Interface-JVASP-7630_JVASP-17700_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_0.0_vasp,0.00136,0.6575744152069092,0.0
Interface-JVASP-7671_JVASP-36119_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.1_vasp,1.068345,0.03569025546312332,0.0072
Interface-JVASP-7671_JVASP-36119_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.0_-0.1_vasp,1.068345,0.03569025546312332,0.0072
Interface-JVASP-7844_JVASP-7836_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.35_-0.25_vasp,2.427178,3.5230326652526855,1.5897
Interface-JVASP-8047_JVASP-37905_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_0.05_vasp,1.308443,1.235208511352539,1.0703
Interface-JVASP-8183_JVASP-1393_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.4_-0.15_vasp,1.308865,1.1334013938903809,0.3927
Interface-JVASP-8184_JVASP-7923_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.2_-0.25_vasp,2.047667,0.430193692445755,0.3936
Interface-JVASP-95_JVASP-36873_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.35_0.1_vasp,0.999551,0.7609504461288452,0.0846
Interface-JVASP-1002_JVASP-1372_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_-0.15_vasp,1.87123,1.0135152339935303,0.8993
Interface-JVASP-1192_JVASP-30_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.25_-0.35_vasp,1.919909,0.9882775545120239,0.1019
Interface-JVASP-1192_JVASP-1312_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.15_-0.4_vasp,1.530571,1.0106152296066284,0.1215
Interface-JVASP-1702_JVASP-1186_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.3_0.45_vasp,0.727669,-0.1327589750289917,0.1034
Interface-JVASP-1702_JVASP-7836_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.15_-0.2_vasp,3.48865,3.049743413925171,2.1591
Interface-JVASP-1702_JVASP-8158_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.45_-0.35_vasp,2.316017,1.488822340965271,0.6765
Interface-JVASP-1189_JVASP-7630_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.05_-0.35_vasp,0.405064,0.7115950584411621,0.0392
Interface-JVASP-1312_JVASP-1183_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.35_-0.15_vasp,1.275188,0.9358005523681641,0.1226
Interface-JVASP-1327_JVASP-8182_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_-0.05_0.0_vasp,3.337752,1.501847505569458,0.9857
Interface-JVASP-1186_JVASP-7844_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.45_0.5_vasp,0.570905,0.5520651340484619,0.2562
Interface-JVASP-22685_JVASP-36204_film_miller_1_1_0_sub_miller_1_1_0_film_thickness_16_subs_thickness_16_seperation_2.5_disp_0.3_-0.05_vasp,0.706395,0.8558818101882935,0.4171
