name,sk_gap,alignn_gap,dft_gap
Surface-JVASP-840_miller_0_0_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0003,0.056472063064575195,0.0052000000000003155
Surface-JVASP-984_miller_1_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0006,0.007881373167037964,0.01810000000000045
Surface-JVASP-963_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0002,-0.002615302801132202,0.0015000000000000568
Surface-JVASP-1029_miller_1_1_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0012,0.007906168699264526,0.0007000000000000339
Surface-JVASP-21195_miller_1_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0015,-0.0029195696115493774,0.0022999999999999687
Surface-JVASP-1109_miller_0_0_1_thickness_16_VASP_PBE_noDP,1.203,1.2706694602966309,1.0992000000000002
Surface-JVASP-105410_miller_1_1_0_thickness_16_VASP_PBE,0.4179,0.028692372143268585,0.026299999999999997
Surface-JVASP-1702_miller_1_1_0_thickness_16_VASP_PBE_noDP,4.0239,1.7158076763153076,2.1822
Surface-JVASP-107_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.7954,0.6427372694015503,0.9831000000000001
Surface-JVASP-66581_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.3698,0.1201251745223999,0.2971999999999999
Surface-JVASP-75493_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.4019,0.09715190529823303,0.3098000000000001
Surface-JVASP-1321_miller_1_1_0_thickness_16_VASP_PBE_noDP,3.6003,2.3592300415039062,2.1411
Surface-JVASP-105933_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.475,0.44882068037986755,1.1271
Surface-JVASP-1948_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.8284,0.8706086874008179,0.7475
Surface-JVASP-1441_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.278,0.17166326940059662,0.13170000000000004
Surface-JVASP-101231_miller_1_1_0_thickness_16_VASP_PBE_noDP,4.7523,2.388404369354248,0.07289999999999996
Surface-JVASP-1555_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.6206,0.42670461535453796,0.5382
Surface-JVASP-1029_miller_0_0_1_thickness_16_VASP_PBE,0.0003,0.007954210042953491,0.001100000000000101
Surface-JVASP-1186_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.5095,0.029962003231048584,0.3834
Surface-JVASP-107095_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.083,0.03167353570461273,0.04180000000000006
Surface-JVASP-7761_miller_1_1_0_thickness_16_VASP_PBE_noDP,5.681,2.8019495010375977,2.9402
Surface-JVASP-7820_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0335,0.2275080531835556,0.21039999999999992
Surface-JVASP-52585_miller_1_1_0_thickness_16_VASP_PBE_noDP,3.1384,1.1213138103485107,1.5637
Surface-JVASP-78441_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.7255,1.1551144123077393,0.9985999999999999
Surface-JVASP-78585_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0004,0.0010311752557754517,0.04859999999999998
Surface-JVASP-78857_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0007,0.007376164197921753,0.02950000000000008
Surface-JVASP-107_miller_0_0_1_thickness_16_VASP_PBE,0.0099,0.7839977741241455,0.09240000000000004
Surface-JVASP-36403_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.488,0.07242843508720398,0.05259999999999998
Surface-JVASP-54897_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.6401,1.1585853099822998,1.4257
Surface-JVASP-22552_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0014,0.22556349635124207,0.03529999999999989
Surface-JVASP-40775_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.3562,0.5924170017242432,0.10550000000000015
Surface-JVASP-40476_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.7755,0.5047932863235474,0.9610999999999998
Surface-JVASP-40117_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.748,0.9679635763168335,0.7121000000000002
Surface-JVASP-40800_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0007,0.45427778363227844,0.03180000000000005
Surface-JVASP-40811_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.9501,1.2118756771087646,1.2398
Surface-JVASP-40763_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.1462,0.635590672492981,0.15
Surface-JVASP-37048_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0016,0.005833283066749573,0.06820000000000004
Surface-JVASP-108570_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.181,0.26213550567626953,0.6547000000000001
Surface-JVASP-109392_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.7341,2.705034017562866,0.08479999999999999
Surface-JVASP-110330_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0071,-0.0035661980509757996,0.02719999999999989
Surface-JVASP-114592_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.8277,0.22951653599739075,1.6526999999999998
Surface-JVASP-114037_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.0036,1.0610992908477783,1.4926
Surface-JVASP-117700_miller_1_1_0_thickness_16_VASP_PBE_noDP,4.513,2.975156784057617,0.9855
Surface-JVASP-135531_miller_1_1_0_thickness_16_VASP_PBE_noDP,3.1148,1.2483725547790527,0.9466
Surface-JVASP-135879_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.4689,2.835146427154541,0.028000000000000025
Surface-JVASP-134866_miller_1_1_0_thickness_16_VASP_PBE_noDP,4.9995,2.4593148231506348,3.4411
Surface-JVASP-43629_miller_1_0_0_thickness_16_VASP_PBE_noDP,5.4395,2.6090211868286133,1.2197
Surface-JVASP-107_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.0007,0.3828335106372833,0.06639999999999979
Surface-JVASP-102236_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.0001,0.09994040429592133,0.010299999999999976
Surface-JVASP-102823_miller_1_0_0_thickness_16_VASP_PBE_noDP,1.8739,0.41185662150382996,0.019600000000000006
Surface-JVASP-7757_miller_1_0_0_thickness_16_VASP_PBE_noDP,2.8898,0.4937968850135803,0.9616
Surface-JVASP-8182_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.1001,1.847261667251587,1.9087
Surface-JVASP-7648_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.7339,0.26992934942245483,0.15420000000000003
Surface-JVASP-45318_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.7142,2.305170774459839,1.9109
Surface-JVASP-49209_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.0031,1.2043962478637695,0.8903
Surface-JVASP-85122_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.1193,0.6321876049041748,0.7248
Surface-JVASP-80722_miller_1_0_0_thickness_16_VASP_PBE_noDP,1.1826,0.12713554501533508,0.8027999999999997
Surface-JVASP-57695_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.3607,4.407324314117432,3.9511000000000003
Surface-JVASP-36204_miller_1_0_0_thickness_16_VASP_PBE_noDP,1.3364,1.0167796611785889,0.6489
Surface-JVASP-23901_miller_1_0_0_thickness_16_VASP_PBE_noDP,7.2908,4.9099812507629395,2.9558999999999997
Surface-JVASP-37905_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.7834,1.150653600692749,0.4781000000000001
Surface-JVASP-21263_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.003,1.4089939594268799,0.9762
Surface-JVASP-8209_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.8129,0.5579798221588135,0.02320000000000011
Surface-JVASP-49210_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.0037,1.2872745990753174,1.2869
Surface-JVASP-34040_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.004,0.06469523161649704,0.012499999999999734
Surface-JVASP-10591_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.6908,0.8231692314147949,0.2918
Surface-JVASP-140612_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.0014,0.8415989875793457,0.045399999999999996
Surface-JVASP-135775_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.3738,4.408843517303467,3.7321
Surface-JVASP-145586_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.0,0.7416958808898926,0.2899
Surface-JVASP-66053_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.208,0.19069796800613403,0.16940000000000005
Surface-JVASP-7630_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.6613,1.3603596687316895,0.5748
Surface-JVASP-79204_miller_1_1_0_thickness_16_VASP_PBE_noDP,3.3945,3.27701473236084,4.0332
Surface-JVASP-813_miller_1_1_1_thickness_16_VASP_PBE_noDP,0.0039,0.0017047226428985596,0.031399999999999983
Surface-JVASP-8183_miller_1_1_0_thickness_16_VASP_PBE_noDP,3.1713,1.17207670211792,1.8584000000000003
Surface-JVASP-861_miller_0_0_1_thickness_16_VASP_PBE_noDP,0.0077,0.0100574791431427,0.010299999999999976
Surface-JVASP-984_miller_1_1_1_thickness_16_VASP_PBE_noDP,0.0052,0.005563527345657349,0.011600000000000055
Surface-JVASP-8183_miller_1_1_0_thickness_16_VASP_PBE,3.1711,1.1706502437591553,1.8589000000000002
Surface-JVASP-861_miller_0_0_1_thickness_16_VASP_PBE,0.0013,0.010175280272960663,0.009800000000000253
Surface-JVASP-1189_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.4688,0.003909006714820862,0.3112
Surface-JVASP-1393_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.9216,1.214569091796875,1.225
Surface-JVASP-23_miller_0_0_1_thickness_16_VASP_PBE_noDP,1.2372,0.5668419599533081,0.013499999999999956
Surface-JVASP-35748_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.3689,0.6669797897338867,1.3263
Surface-JVASP-37905_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.1706,1.2609432935714722,1.1447999999999998
Surface-JVASP-7630_miller_1_1_0_thickness_16_VASP_PBE,0.6584,1.3922346830368042,0.5733999999999999
Surface-JVASP-79204_miller_1_1_0_thickness_16_VASP_PBE,3.3945,3.2770068645477295,4.0327
Surface-JVASP-813_miller_1_1_1_thickness_16_VASP_PBE,0.0016,0.001182466745376587,0.025399999999999978
Surface-JVASP-867_miller_0_0_1_thickness_16_VASP_R2SCAN,0.0014,0.003659486770629883,0.010200000000000209
Surface-JVASP-1002_miller_1_1_1_thickness_16_VASP_R2SCAN,0.0211,0.6389439105987549,0.05810000000000004
Surface-JVASP-943_miller_0_0_1_thickness_16_VASP_R2SCAN,0.0006,0.0049047768115997314,0.0008999999999996788
Surface-JVASP-963_miller_1_1_1_thickness_16_VASP_R2SCAN,0.0006,-0.0034831762313842773,0.0034999999999998366
Surface-JVASP-8158_miller_1_1_1_thickness_16_VASP_R2SCAN,0.4914,1.9472594261169434,0.008500000000000174
Surface-JVASP-25142_miller_1_1_0_thickness_16_VASP_R2SCAN,0.0032,0.0029556453227996826,0.0026000000000001577
Surface-JVASP-890_miller_1_1_1_thickness_16_VASP_R2SCAN,0.0021,-0.0007672607898712158,0.08329999999999993
Surface-JVASP-62940_miller_1_1_1_thickness_16_VASP_R2SCAN,4.0697,3.262075424194336,3.7995
Surface-JVASP-1192_miller_1_1_0_thickness_16_VASP_R2SCAN,2.7218,1.1374458074569702,1.0016999999999998
Surface-JVASP-1312_miller_1_1_0_thickness_16_VASP_R2SCAN,1.5733,1.1982100009918213,0.6058999999999999
Surface-JVASP-36873_miller_1_1_1_thickness_16_VASP_R2SCAN,0.0093,0.5744035243988037,0.013800000000000034
Surface-JVASP-1372_miller_0_0_1_thickness_16_VASP_R2SCAN,0.0013,1.436598539352417,0.008499999999999999
Surface-JVASP-8184_miller_1_1_0_thickness_16_VASP_R2SCAN,3.1277,1.2503176927566528,1.6458000000000002
Surface-JVASP-1180_miller_1_1_0_thickness_16_VASP_R2SCAN,0.9989,0.07705360651016235,0.333
Surface-JVASP-91_miller_1_1_0_thickness_16_VASP_R2SCAN,0.0104,0.9790525436401367,0.18710000000000004
Surface-JVASP-107_miller_1_1_1_thickness_16_VASP_R2SCAN,0.4394,0.3184070885181427,0.21499999999999997
Surface-JVASP-36403_miller_1_1_1_thickness_16_VASP_R2SCAN,0.0024,0.07083338499069214,0.02799999999999997
Surface-JVASP-1186_miller_0_0_1_thickness_16_VASP_PBE_noDP,0.0016,0.025412023067474365,0.009000000000000008
Surface-JVASP-1180_miller_0_0_1_thickness_16_VASP_PBE,0.0004,-0.003501594066619873,0.025100000000000122
Surface-JVASP-1198_miller_0_0_1_thickness_16_VASP_PBE,1.451,0.9444190263748169,0.013499999999999845
Surface-JVASP-17700_miller_1_1_0_thickness_16_VASP_PBE,0.5287,0.08787345886230469,0.2762999999999999
Surface-JVASP-30_miller_1_1_0_thickness_16_VASP_PBE,4.3976,0.271973580121994,1.461
Surface-JVASP-36123_miller_1_1_0_thickness_16_VASP_PBE,1.8713,0.049808114767074585,0.6676
Surface-JVASP-10591_miller_0_0_1_thickness_16_VASP_PBE,3.9516,1.7794854640960693,0.27799999999999997
Surface-JVASP-858_miller_0_0_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0043,0.010251954197883606,0.0029000000000003467
Surface-JVASP-840_miller_0_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,2.0036,0.23953261971473694,0.06369999999999987
Surface-JVASP-834_miller_1_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0281,-0.0046598464250564575,0.013899999999999968
Surface-JVASP-984_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0109,0.008385911583900452,0.01580000000000048
Surface-JVASP-890_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0026,-0.00024688243865966797,0.006099999999999994
Surface-JVASP-816_miller_1_1_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0024,0.004753865301609039,0.013199999999999878
Surface-JVASP-993_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0036,-0.0013228356838226318,0.011200000000000099
Surface-JVASP-931_miller_0_0_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0038,0.0107337087392807,0.013000000000000012
Surface-JVASP-963_miller_1_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0031,-0.0019826292991638184,0.0005999999999999339
Surface-JVASP-1029_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0006,0.009559929370880127,0.00039999999999995595
Surface-JVASP-1056_miller_1_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.0043,0.015680432319641113,0.0047000000000000375
Surface-JVASP-21195_miller_1_1_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,0.002,0.0003932341933250427,0.0019999999999997797
Surface-JVASP-107_miller_1_1_0_thickness_16_VASP_PBE,2.1842,0.9234747886657715,1.9326999999999996
Surface-JVASP-1174_miller_0_0_1_thickness_16_VASP_PBE_noDP,0.0849,0.08422337472438812,0.023600000000000003
Surface-JVASP-1408_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.9528,0.6708908081054688,0.7662
Surface-JVASP-105410_miller_0_0_1_thickness_16_VASP_PBE_noDP,0.0193,0.43723979592323303,0.016800000000000037
Surface-JVASP-1109_miller_1_0_0_thickness_16_VASP_PBE_noDP,1.3471,1.1308634281158447,1.1545999999999998
Surface-JVASP-66546_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.3029,0.6068288087844849,0.9111
Surface-JVASP-67988_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0022,0.014116838574409485,0.007800000000000029
Surface-JVASP-70484_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0011,0.0065475404262542725,0.11359999999999992
Surface-JVASP-1774_miller_1_1_0_thickness_16_VASP_PBE_noDP,5.0925,2.376509189605713,2.6763
Surface-JVASP-1201_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.7614,0.4161610007286072,0.6177999999999999
Surface-JVASP-1167_miller_1_1_0_thickness_16_VASP_PBE_noDP,4.513,2.981403350830078,1.5829
Surface-JVASP-104499_miller_1_1_0_thickness_16_VASP_PBE_noDP,3.5744,2.124588966369629,1.3721999999999999
Surface-JVASP-104498_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.0422,0.9830800294876099,0.8762999999999999
Surface-JVASP-30_miller_1_0_0_thickness_16_VASP_PBE_noDP,4.2487,0.9047725200653076,1.4401000000000002
Surface-JVASP-1408_miller_1_1_0_thickness_16_VASP_PBE,1.9527,0.6718307733535767,0.7659
Surface-JVASP-22735_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.6384,1.2857128381729126,1.4859
Surface-JVASP-7762_miller_1_1_0_thickness_16_VASP_PBE_noDP,4.4296,2.027531147003174,2.4528
Surface-JVASP-22652_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0748,0.2773580849170685,0.06550000000000011
Surface-JVASP-7706_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.341,0.1235809251666069,0.05799999999999994
Surface-JVASP-8562_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.1134,0.7539801597595215,1.1282999999999999
Surface-JVASP-78746_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.003,0.004360750317573547,0.0014000000000000679
Surface-JVASP-36018_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.6623,0.029896214604377747,0.43179999999999985
Surface-JVASP-78883_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.0339,0.48915818333625793,0.9174
Surface-JVASP-22540_miller_1_1_0_thickness_16_VASP_PBE_noDP,3.0546,1.4511818885803223,1.8703
Surface-JVASP-22546_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.7397,1.893363356590271,1.4634
Surface-JVASP-31161_miller_1_1_0_thickness_16_VASP_PBE_noDP,3.0534,1.4530174732208252,1.8721
Surface-JVASP-40776_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.096,0.505441427230835,0.23220000000000018
Surface-JVASP-40788_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.4637,0.6188838481903076,0.23950000000000005
Surface-JVASP-40835_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.005,0.042991429567337036,0.021700000000000053
Surface-JVASP-40842_miller_1_1_0_thickness_16_VASP_PBE_noDP,1.5364,0.7265044450759888,0.572
Surface-JVASP-78357_miller_1_1_0_thickness_16_VASP_PBE_noDP,4.2879,0.4777686595916748,1.4131
Surface-JVASP-40764_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.2697,0.8469047546386719,0.03100000000000014
Surface-JVASP-34397_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.005,0.8190963268280029,0.08729999999999999
Surface-JVASP-109426_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0031,0.24218477308750153,0.29179999999999984
Surface-JVASP-27401_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0014,0.21971264481544495,0.0349999999999997
Surface-JVASP-116006_miller_1_1_0_thickness_16_VASP_PBE_noDP,6.035,2.05610990524292,0.8453999999999999
Surface-JVASP-115436_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.5068,0.9219691753387451,0.8059000000000001
Surface-JVASP-117621_miller_1_1_0_thickness_16_VASP_PBE_noDP,3.6944,1.8644499778747559,1.9406999999999999
Surface-JVASP-118851_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.6159,1.4864720106124878,1.048
Surface-JVASP-138743_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.7885,0.5403778553009033,0.8900999999999999
Surface-JVASP-138301_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.629,0.11798635125160217,0.7795
Surface-JVASP-149595_miller_1_1_0_thickness_16_VASP_PBE_noDP,2.6424,1.1580042839050293,1.4272
Surface-JVASP-156490_miller_1_1_0_thickness_16_VASP_PBE_noDP,0.0073,0.00781780481338501,0.05230000000000001
Surface-JVASP-90425_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.7722,0.10618159174919128,0.10549999999999993
Surface-JVASP-98974_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.0027,0.40688860416412354,0.3665
Surface-JVASP-103280_miller_1_0_0_thickness_16_VASP_PBE_noDP,5.8405,3.1315126419067383,3.1266
Surface-JVASP-1195_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.7761,0.3325842618942261,0.8542999999999998
Surface-JVASP-3075_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.4787,0.35967114567756653,0.0016999999999999238
Surface-JVASP-8183_miller_1_0_0_thickness_16_VASP_PBE_noDP,2.8097,1.4255189895629883,1.5894
Surface-JVASP-27530_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.7139,2.2981619834899902,1.9105999999999999
Surface-JVASP-7671_miller_1_0_0_thickness_16_VASP_PBE_noDP,2.7235,0.9143246412277222,0.8956999999999999
Surface-JVASP-31882_miller_1_0_0_thickness_16_VASP_PBE_noDP,2.1901,1.7153840065002441,1.3083
Surface-JVASP-34228_miller_1_0_0_thickness_16_VASP_PBE_noDP,5.9021,3.056191921234131,1.8855
Surface-JVASP-50191_miller_1_0_0_thickness_16_VASP_PBE_noDP,2.1656,2.0088202953338623,1.0568
Surface-JVASP-56190_miller_1_0_0_thickness_16_VASP_PBE_noDP,2.0812,1.1282072067260742,0.7088
Surface-JVASP-54821_miller_1_0_0_thickness_16_VASP_PBE_noDP,5.7608,4.25604248046875,3.5401999999999996
Surface-JVASP-182_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.0004,0.42369288206100464,0.01650000000000018
Surface-JVASP-35260_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.044,1.8891608715057373,1.6198000000000001
Surface-JVASP-49211_miller_1_0_0_thickness_16_VASP_PBE_noDP,0.0018,0.5215518474578857,0.22809999999999997
Surface-JVASP-22618_miller_1_0_0_thickness_16_VASP_PBE_noDP,3.9063,1.9195040464401245,1.4693999999999998
