id,sk_gap,alignn_gap
agm003169085,0.012391,0.016495898365974426
agm003162114,0.00247,-0.006662219762802124
agm003160604,0.227543,0.0011464953422546387
agm001310968,0.005215,-0.0011058598756790161
agm003192814,0.005211,0.0058619678020477295
agm003192956,0.00155,-0.007123842835426331
agm003627737,0.022042,-0.00022178888320922852
agm001416705,0.001363,0.01913534104824066
agm001171383,0.004727,-0.008247777819633484
agm003194265,0.021045,-0.00673675537109375
agm003192444,0.001024,-0.0006163939833641052
agm002727424,0.001063,0.0038299262523651123
agm001148153,0.005133,0.028627604246139526
agm002158095,1e-06,-0.007966488599777222
agm003163143,0.026511,0.3817812502384186
agm002254580,0.001612,0.060497164726257324
agm001228993,0.00734,0.0035292506217956543
agm003184358,0.003875,0.002882950007915497
agm002322087,0.003213,-0.00286024808883667
agm002163822,0.000336,-0.009996399283409119
agm003435781,0.004615,-0.00044365227222442627
agm002190808,0.001079,0.010662227869033813
agm003562794,0.010974,0.012620106339454651
agm001234065,0.0006,-0.011182025074958801
agm003616495,0.000987,0.006579399108886719
agm003436318,0.000975,-0.010730624198913574
agm002188577,0.001189,-0.01329106092453003
agm003180557,0.010658,-0.0073023103177547455
agm001197910,0.001071,0.0054045915603637695
agm001388406,0.001446,0.00048748403787612915
agm001141996,0.001521,-0.014882326126098633
agm003186227,0.001176,0.00013597309589385986
agm001121166,0.002082,0.009427905082702637
agm001115812,0.001185,0.0024058669805526733
agm002213813,0.012363,0.0034170225262641907
agm002242498,0.001089,0.012880247086286545
agm003562475,0.055643,0.06281042098999023
agm001642082,0.000817,-0.0189526230096817
agm003187097,0.013338,0.012913540005683899
agm002348031,0.001601,0.005225837230682373
agm002134010,0.004905,0.006916962563991547
agm003273884,0.001374,0.00432431697845459
agm003178115,0.001819,-0.0047219544649124146
agm003192883,0.67137,0.557063102722168
agm001203248,0.001848,-0.006003439426422119
agm002342375,0.017116,0.0013412386178970337
agm002194984,0.001141,0.011719360947608948
agm001367404,0.111946,0.006317522376775742
agm003298297,0.00457,0.005402043461799622
agm003165825,0.001464,-0.002732709050178528
agm002496103,0.009628,-0.07126737385988235
agm001243602,0.00151,0.007269948720932007
agm001638620,0.002252,0.006952375173568726
agm001115652,0.002002,0.009171992540359497
agm001003784,0.005097,0.028378456830978394
agm001311018,0.013661,-0.002692200243473053
agm002241057,0.013323,-0.01645609736442566
agm003186648,0.000787,0.005635920912027359
agm001223044,0.005517,0.005423631519079208
agm005103895,0.002387,-0.001608729362487793
agm001625920,0.018661,0.048597320914268494
agm001230046,0.001475,-0.006129447370767593
agm003163998,0.001708,0.007470607757568359
agm002186703,0.027149,0.01719435304403305
agm003636450,0.002809,-0.0018599629402160645
agm002695138,0.006611,-0.004022508859634399
agm002245548,0.004734,-0.008194558322429657
agm001121197,0.003723,0.008147552609443665
agm002168141,0.028593,0.06321090459823608
agm003169165,0.001476,-0.004335552453994751
agm003436027,0.001405,0.0016341805458068848
agm003184437,0.001468,-0.0042594075202941895
agm001344365,0.052157,-0.02037179470062256
agm003771467,0.001833,0.007078230381011963
agm003192975,0.0044,0.015495538711547852
agm001294509,0.006233,0.00017181038856506348
agm001044784,0.003298,1.0789706707000732
agm002191511,0.001504,0.015352815389633179
agm001197600,0.011476,-0.005475960671901703
agm002358232,0.008766,-0.0017104148864746094
agm001229371,0.004559,0.004663825035095215
agm001633494,0.003719,0.014516770839691162
agm003187057,0.002136,0.012607544660568237
agm003186590,0.000572,-0.012723371386528015
agm001656078,0.004241,-0.021068662405014038
agm001229262,0.008213,-0.001841038465499878
agm003139438,0.003932,0.002573031932115555
agm002224543,2.894012,2.4177489280700684
agm002158035,0.01664,-0.0026778876781463623
agm002378231,0.023888,0.026538297533988953
agm001850129,0.01482,0.0047744810581207275
agm003603459,0.766246,0.30417612195014954
agm001289588,0.006894,0.005801558494567871
agm002367592,0.006058,-0.00038949400186538696
agm002140173,0.000728,0.02129608392715454
agm003157176,0.00259,0.000743962824344635
agm002342854,0.005685,-0.009425967931747437
agm003633718,0.008997,0.004472009837627411
agm001348977,0.012319,-0.004263818264007568
agm002257193,0.015061,-0.006280034780502319
agm001191494,0.001578,0.01671116054058075
agm003258300,0.00966,-0.00865522027015686
agm002186873,0.008791,-0.004842698574066162
agm003599629,0.001842,-0.011393390595912933
agm002354616,0.000603,0.0030753836035728455
agm001192157,0.008547,0.03782089054584503
agm001341155,0.001915,0.007943660020828247
agm001206561,0.008137,0.02765709161758423
agm002165619,0.029783,0.037237025797367096
agm003191762,0.001107,0.006210535764694214
agm003204416,0.058086,0.007348924875259399
agm003186653,0.002848,0.0016490072011947632
agm002323042,0.000785,0.005939893424510956
agm003186510,0.001165,0.01031145453453064
agm001267727,0.019654,0.03398430347442627
agm002134226,0.004074,0.005994617938995361
agm001228301,0.000734,0.0034277737140655518
agm001314370,0.001997,0.007304757833480835
agm003636315,0.002287,-0.0005887746810913086
agm003198803,0.001171,0.004902571439743042
agm002160920,0.000787,0.0001411139965057373
agm003763739,0.00043,0.005747847259044647
agm002245302,0.001973,0.010397575795650482
agm002134694,0.002343,0.0024847686290740967
agm001610935,0.001065,-0.019112825393676758
agm002245507,0.016786,-0.004991807043552399
agm001145079,0.002407,-0.003154158592224121
agm003160676,0.003461,-0.018808335065841675
agm003190366,0.005041,0.00926905870437622
agm001192102,0.00421,-0.019951902329921722
agm002147181,0.000911,0.0068243443965911865
agm003202554,0.010057,-0.006862372159957886
agm003298890,0.003984,0.0006648451089859009
agm003264056,0.000722,-0.00819656252861023
agm001121656,0.001211,-0.003791816532611847
agm001830598,0.001189,0.004915982484817505
agm001116412,0.003052,0.006401136517524719
agm002186757,0.022389,-0.002366185188293457
agm001615855,0.001297,0.02858269214630127
agm002167739,0.002797,0.00525936484336853
agm001615760,0.014668,0.018931403756141663
agm003762242,0.000683,-0.0054978132247924805
agm001313609,0.002616,-0.014615431427955627
agm003161651,0.005998,0.04667680710554123
agm002249420,0.005128,0.006772480905056
agm002428437,0.002271,0.009287714958190918
agm002259013,0.629914,0.015333510935306549
agm002153282,0.001557,0.20627546310424805
agm001181562,0.004003,0.019844919443130493
agm003192967,0.003328,0.01635081321001053
agm003163035,0.026773,0.014658913016319275
agm001087091,0.016779,-0.005101904273033142
agm002161146,0.003904,0.0007887184619903564
agm003300461,0.002251,0.011640489101409912
agm001389175,0.003812,-0.00018867850303649902
agm005120799,0.576316,0.004097938537597656
agm001361195,4e-06,0.0073992908000946045
agm002696434,0.004131,-0.005174003541469574
agm003269363,0.001311,-0.002019032835960388
agm001289552,0.001271,0.01550997793674469
agm001615909,0.003617,0.0123232901096344
agm003762246,0.002495,-0.023484021425247192
agm002184972,0.005075,-0.0010148510336875916
agm002134230,0.010331,0.005668021738529205
agm002184932,0.001424,0.01514594629406929
agm001361105,0.306824,-0.0009945780038833618
agm003204389,0.018231,-0.011576756834983826
agm001115735,0.009003,-0.0014413893222808838
agm003180562,0.009329,0.0018225014209747314
agm001340181,0.007902,0.006689522415399551
agm001612194,0.016802,0.013864502310752869
agm003169448,0.000762,-0.0025922805070877075
agm001228839,0.006923,-0.002193957567214966
agm003290785,0.003783,-0.002744510769844055
agm003093842,0.001094,0.03864733874797821
agm002925295,0.000516,0.008780479431152344
agm001293411,0.002696,-0.0019675791263580322
agm003299648,0.001535,0.01056620478630066
agm002367072,0.009899,-0.0030787885189056396
agm001210927,0.007061,0.0025156065821647644
agm001228513,0.004399,0.0009523630142211914
agm003562471,0.002516,-0.004470929503440857
agm003771455,0.003458,0.009216919541358948
agm001225139,0.001583,0.002459794282913208
agm003298932,0.000264,-0.003537222743034363
agm002177959,0.002847,0.03655137121677399
agm002144401,0.00492,0.003300592303276062
agm003157148,0.008077,0.003179699182510376
agm002697932,0.00353,-0.0059499591588974
agm003160496,0.018002,-0.0020238012075424194
agm001150748,0.001604,-0.0017608031630516052
agm004930402,0.007076,1.554624080657959
agm001144882,0.000826,0.0026895664632320404
agm002317722,0.934134,-0.01834563910961151
agm003160441,0.008801,0.23068037629127502
agm003273187,0.002278,-0.0012637227773666382
agm003294733,0.002615,0.004652857780456543
agm002081253,0.023528,-0.0025278404355049133
agm001115462,0.003056,0.0072377026081085205
agm001308900,0.009909,-0.0005584061145782471
agm002363641,0.001003,0.0017201602458953857
agm003468466,0.00266,0.12249599397182465
agm003191181,0.002941,0.033318594098091125
agm001367236,0.007734,-0.0034859254956245422
agm002287144,0.000699,-0.004046052694320679
agm001311646,0.004172,0.009371228516101837
agm005117774,0.000637,0.16865098476409912
agm002028306,0.000198,-0.00285455584526062
agm001130149,0.002015,0.01417723298072815
agm003290429,0.001869,-0.0012588053941726685
agm002215647,0.001668,0.041909053921699524
agm001179868,0.002252,0.009340018033981323
agm001267734,0.001576,0.008790284395217896
agm001100247,0.008476,-0.010707750916481018
agm003161412,0.007415,0.01830659806728363
agm002219548,0.002685,0.25972163677215576
agm003287978,0.001211,0.0070792026817798615
agm003638719,0.000953,-0.016506418585777283
agm002194156,0.002592,0.0013914704322814941
agm002752006,0.002079,0.00723768025636673
agm001304759,0.002372,-0.006535038352012634
agm003435937,0.001011,-0.007146567106246948
agm002146024,0.002349,-0.00915035605430603
agm001115718,0.00295,-0.001335054636001587
agm002354564,0.004558,-0.00022342801094055176
agm001314840,0.003394,-0.001981407403945923
agm003188135,0.005928,0.0022537708282470703
agm003159681,0.003619,-0.004520408809185028
agm003201843,0.035851,0.01721598207950592
agm001319516,0.008322,0.001829385757446289
agm002146088,0.003149,-0.004383772611618042
agm001291361,0.00704,0.008427679538726807
agm002746060,0.0,0.007337301969528198
agm002176158,0.044199,-0.024159595370292664
agm002342736,0.007994,0.005802229046821594
agm001228282,0.002508,-0.017784029245376587
agm002184813,0.001264,-0.017573297023773193
agm001211343,0.048089,0.012789130210876465
agm002140583,0.001274,0.038225799798965454
agm001259716,0.00895,-0.003991290926933289
agm002156726,0.022556,0.025784865021705627
agm002136931,0.000888,-0.015844061970710754
agm002346300,0.004488,-0.00893944501876831
agm002191163,0.004837,0.011224091053009033
agm003174878,0.006494,0.0013522356748580933
agm002377709,0.032442,0.017342105507850647
agm002186346,0.000356,0.0009996145963668823
agm002102656,0.007538,-0.026342421770095825
agm002218975,0.007757,-0.008501984179019928
agm002632973,0.008732,-0.002887219190597534
agm002138428,0.002322,-0.0015891194343566895
agm001216836,0.002363,0.010169565677642822
agm001173960,0.005912,0.013129502534866333
agm003774423,0.006424,0.006233200430870056
agm001190623,0.002572,0.008199334144592285
agm002924846,0.014874,0.044041767716407776
agm002696417,0.001352,0.0020504891872406006
agm002185940,0.000942,0.014162257313728333
agm003188084,0.001081,-0.0022612661123275757
agm002327485,0.011877,0.0007978081703186035
agm002146441,0.012641,0.0059397220611572266
agm001850167,0.002762,0.0013022422790527344
agm001618912,0.004717,0.0114661306142807
agm005124941,0.014481,0.005346640944480896
agm003192719,0.000617,0.004017621278762817
agm003298008,0.00255,-0.006007693707942963
agm003160658,0.067677,0.02266310155391693
agm003157980,0.005535,0.0009460821747779846
agm001197799,0.001251,-0.0009898245334625244
agm002190752,0.004574,0.007534623146057129
agm002925803,0.002282,0.06492715328931808
agm002146685,0.000925,0.006626009941101074
agm002238418,0.002119,-4.92483377456665e-06
agm002219464,0.029158,0.015459388494491577
agm002925383,0.003906,0.02378399670124054
agm003260596,0.002197,0.001650393009185791
agm003187727,0.003933,-0.00880923867225647
agm002286713,0.005626,0.006303921341896057
agm002923664,0.000817,-0.008847296237945557
agm002472386,0.021543,0.24969762563705444
agm002183433,0.001208,-0.02071329951286316
agm001198665,0.010087,0.0039695799350738525
agm003203678,0.001115,0.04052247107028961
agm003741464,0.002685,0.006433993577957153
agm002634490,0.003117,0.012421667575836182
agm003199254,0.011478,0.059799328446388245
agm005117058,0.001451,-0.001444689929485321
agm003264925,0.007019,0.023145604878664017
agm001121603,0.00296,-0.003421090543270111
agm002354314,0.02388,-0.00153433158993721
agm001828973,0.004853,0.008121103048324585
agm003161676,0.010464,0.0261581689119339
agm003436860,0.013754,0.049567461013793945
agm003202085,9.4e-05,0.0012577995657920837
agm001615739,0.002893,0.024777963757514954
agm003416671,0.000599,-0.003663890063762665
agm001044934,0.000157,0.046312615275382996
agm001610854,0.003757,0.015095457434654236
agm001120949,0.002701,0.029444918036460876
agm003168913,0.015742,0.014161311089992523
agm001196168,0.009033,-0.010626181960105896
agm003635153,0.023183,0.06857012212276459
agm001100025,0.002703,-0.004954241216182709
agm002182383,0.014992,0.0027284175157546997
agm002134103,0.006335,0.004622310400009155
agm002177960,0.008023,-0.005321234464645386
agm002342418,0.022382,-0.014867931604385376
agm001319345,0.001338,0.017323419451713562
agm001268109,0.005321,0.00432123988866806
agm001357682,0.006745,-0.008137598633766174
agm003438200,0.001579,0.006169378757476807
agm003157748,0.008159,-0.000975683331489563
agm001307404,0.001381,-0.004114612936973572
agm003185970,0.012989,-0.0015066564083099365
agm002356074,0.004281,-0.00423913449048996
agm003186230,0.001204,0.0007378906011581421
agm002167689,0.002361,0.0014726817607879639
agm003264227,0.011605,-0.0057985782623291016
agm003439303,0.001677,0.0032897889614105225
agm003161286,0.022825,0.007166318595409393
agm002055786,0.003218,-0.004112154245376587
agm002158965,0.009998,0.007624298334121704
agm001304755,0.001828,0.009778276085853577
agm002218347,0.00804,-0.0005421489477157593
agm003393592,0.001243,0.023144759237766266
agm002133341,0.034072,0.0008308440446853638
agm001333753,0.013794,-0.0013775080442428589
agm003172802,0.005193,0.0033211708068847656
agm001121569,0.00473,0.01532718539237976
agm005113915,0.0019,0.007184430956840515
agm003186635,0.00014,0.0205228254199028
agm002392522,0.004096,0.02411128580570221
agm003161723,0.007613,-0.002545475959777832
agm001115725,0.003748,0.0005735456943511963
agm002327035,0.003266,0.011016950011253357
agm001144284,0.007088,0.017817024141550064
agm002193780,0.000979,0.0014993399381637573
agm003186137,0.000384,0.01665257290005684
agm003203150,0.007027,0.0013744086027145386
agm005117890,0.005837,0.0028447210788726807
agm001228179,0.007764,-0.0034537315368652344
agm002924457,0.063284,-0.01719266176223755
agm003192816,0.001782,-0.0013080686330795288
agm001291060,0.003696,5.4776668548583984e-05
agm002558810,0.724729,0.018487364053726196
agm002038921,0.007118,0.7035905122756958
agm003437120,0.004552,0.00324895977973938
agm001214884,0.001421,-0.01829613745212555
agm002020742,0.008418,0.005663707852363586
agm002153106,0.000215,0.0002966262400150299
agm001304792,0.004744,-0.014826372265815735
agm005102911,0.000619,0.002222292125225067
agm003435814,0.000995,0.009588688611984253
agm002166209,0.007661,0.0027426034212112427
agm003434273,0.008494,0.029342174530029297
agm001612418,0.016802,0.042698293924331665
agm002146754,0.000858,0.0007832497358322144
agm002925016,0.011511,0.011348903179168701
agm002139882,0.002378,0.03659041225910187
agm003161065,0.000907,0.0011828914284706116
agm001116899,0.005331,0.011512011289596558
agm002190798,0.002489,0.008718535304069519
agm001287046,0.003804,0.0029181838035583496
agm001285905,0.033242,0.004792250692844391
agm003169103,0.000998,0.006055548787117004
agm001040411,0.002872,0.0032988227903842926
agm002367080,0.028546,0.005629412829875946
agm001342870,0.004477,0.0028908178210258484
agm001213667,0.004328,0.011849507689476013
agm001170619,0.006907,0.01678049936890602
agm003202145,0.004676,0.02136976271867752
agm001613652,0.003155,0.0063858479261398315
agm003184523,0.001308,-0.005250751972198486
agm001267753,0.013696,0.004057258367538452
agm002945723,0.002967,0.01567564159631729
agm003192805,0.001772,-0.004803404211997986
agm001121298,0.004093,-0.008630342781543732
agm002154148,0.000334,0.018521174788475037
agm002140506,0.000145,0.007770463824272156
agm003262533,0.000998,0.006491214036941528
agm002166714,0.001211,0.012257367372512817
agm001617163,0.002025,0.029472418129444122
agm001309938,0.079041,-0.006859086453914642
agm001178153,0.01008,0.009600870311260223
agm001149840,0.001,0.0005228221416473389
agm002201278,0.005506,0.48079657554626465
agm002308806,0.007648,0.011184334754943848
agm001115361,0.003376,0.016526252031326294
agm003160834,0.000119,0.00749582052230835
agm001199093,0.002173,-0.006469741463661194
agm003294704,0.000328,0.008823864161968231
agm003161649,0.001357,0.0030272826552391052
agm003186372,0.00098,-8.881092071533203e-05
agm003624206,0.000944,0.06251069903373718
agm002658187,0.005087,0.006639271974563599
agm003435930,0.001976,0.0008709430694580078
agm001116460,0.013342,0.00673753023147583
agm003161325,0.010543,0.020082883536815643
agm001212467,0.00247,-0.004767060279846191
agm002342717,0.001006,-0.021892786026000977
agm001232021,0.001648,0.003710120916366577
agm002383807,0.001801,-3.555417060852051e-05
agm001610860,0.003701,0.010735027492046356
agm003165718,0.009675,0.009184300899505615
agm001836397,0.008472,-0.007253602147102356
agm003435941,0.001135,0.0008634626865386963
agm002744506,0.004976,1.5929341316223145e-05
agm003260683,0.004249,0.006122499704360962
agm005103698,0.009333,0.0019042789936065674
agm003264545,0.013126,-0.004260420799255371
agm001277068,0.002207,0.06364701688289642
agm003556183,0.027908,0.12157644331455231
agm001197853,0.002488,0.008630067110061646
agm001138961,0.000916,-0.011031664907932281
agm001115641,0.003757,0.004917830228805542
agm002346679,0.008087,0.03913883864879608
agm002191067,0.003918,-0.006532788276672363
agm001123250,0.001771,0.001033887267112732
agm003160596,0.001152,0.0006602555513381958
agm002314357,0.005523,0.0017473064363002777
agm001340799,0.029682,-0.012468129396438599
agm001291446,0.002988,0.00523984432220459
agm001115816,0.002067,0.012387007474899292
agm003186226,0.004413,0.017317503690719604
agm003186175,0.00039,0.007347635924816132
agm003296144,0.007223,0.0060351938009262085
agm002191293,0.001253,-0.0013556182384490967
agm001630945,0.006657,0.030806247144937515
agm003299767,0.00064,0.06245295703411102
agm002383804,0.000568,0.0038340091705322266
agm003264173,0.002308,0.034592851996421814
agm002496906,0.003783,0.06994912028312683
agm001355946,0.005477,0.004752166569232941
agm002250900,0.00082,-0.0034323036670684814
agm003262069,0.00257,0.0009917467832565308
agm001316266,0.006314,0.015793949365615845
agm003437829,0.018818,0.008960530161857605
agm002314229,1e-06,0.0019344128668308258
agm003180459,0.001091,0.01700553297996521
agm003186625,0.004165,0.00026838481426239014
agm002226393,0.027865,0.04944893717765808
agm001228452,0.003898,-0.00044089555740356445
agm003435959,0.00255,-0.012552201747894287
agm002305653,0.001551,-0.010470539331436157
agm001121203,0.006032,-0.005787357687950134
agm002182685,0.007107,0.06303565204143524
agm003438098,0.000917,-0.0024091340601444244
agm001116355,0.001494,0.01996910572052002
agm003258410,0.001761,-0.0001272261142730713
agm002134289,0.007435,0.013380855321884155
agm001851647,0.004606,-0.0016064047813415527
agm002314328,0.002112,0.006788536906242371
agm002139904,0.01483,0.057398293167352676
agm002154155,0.000843,0.01765548437833786
agm002135799,0.000413,-0.00353318452835083
agm001141985,0.001905,-0.009809449315071106
agm001197542,0.005693,0.02982097864151001
agm002246296,0.013515,0.012748323380947113
agm002360726,0.003907,0.010857939720153809
agm001238619,0.021433,0.010452553629875183
agm002433296,0.0042,0.012309789657592773
agm003470410,0.009035,0.24139057099819183
agm002190855,0.002067,0.006506204605102539
agm002186773,0.006857,0.01390974223613739
agm003394529,0.003366,-0.010430529713630676
agm001217839,0.003354,0.005996912717819214
agm002146756,0.001947,0.0017541050910949707
agm002695317,0.583278,-0.005798861384391785
agm001121588,0.002388,-0.0076895952224731445
agm002164704,0.003165,0.023457437753677368
agm002181521,0.005614,-0.005472123622894287
agm002177962,0.005867,-0.03459927439689636
agm004930361,0.001471,0.023415133357048035
agm003614524,0.003267,-0.0006045699119567871
agm002692426,0.001269,0.0004804283380508423
agm002322993,0.004729,-0.008360940963029861
agm001222914,0.002237,0.006693482398986816
agm002733398,0.002831,0.005542036145925522
agm003189772,0.005895,-0.004731893539428711
agm002240828,0.046421,0.00545666366815567
agm003260604,0.008319,0.03240445256233215
agm003187382,0.002177,-0.003924369812011719
agm003762320,0.003168,0.011872947216033936
agm001525288,0.003306,0.007404118776321411
agm001202601,0.012638,0.013437598943710327
agm003436168,0.002045,0.003652721643447876
agm001830399,0.012616,0.015453390777111053
agm003188840,0.00678,-0.004798397421836853
agm001280842,0.007449,0.0016803815960884094
agm003180563,0.00309,0.0018552131950855255
agm001265690,0.001994,0.030648931860923767
agm003190879,0.006266,-0.002851177006959915
agm001121294,0.004832,0.010432615876197815
agm001614383,0.003729,0.017236381769180298
agm002221770,0.001079,-0.0058502256870269775
agm001115161,0.005338,0.00043573975563049316
agm003192660,0.007946,-0.007071971893310547
agm002134110,0.00838,0.015421122312545776
agm003436019,0.008896,0.0001284182071685791
agm003294068,0.010349,-2.652406692504883e-06
agm003186326,0.000267,0.0060485973954200745
agm002337760,0.001236,0.0023527592420578003
agm003436024,0.000217,0.016110092401504517
agm001197828,0.001821,-0.00045606493949890137
agm001379695,0.018932,0.003162108361721039
agm001243646,0.001552,0.009598910808563232
agm002354279,0.006896,0.0015531927347183228
agm001342809,0.878975,0.009896352887153625
agm002083422,0.002063,0.0599493533372879
agm003293580,0.014434,0.001828618347644806
agm003434279,0.003052,0.0038302019238471985
agm005102861,0.005909,0.0014667399227619171
agm001610614,0.014956,-0.0015071257948875427
agm002135004,0.013832,0.010117173194885254
agm001610856,0.035479,0.0013666749000549316
agm005022315,0.00107,-0.020989730954170227
agm001125164,0.000501,0.006634600460529327
agm002142631,0.04704,-0.013031825423240662
agm002057083,0.004545,0.0022711455821990967
agm001148077,0.003241,-0.0021314918994903564
agm001829245,0.004829,0.0024385228753089905
agm002306638,0.001314,-0.0025439411401748657
agm001206884,0.009607,-0.005582738667726517
agm002225188,0.008974,0.0014092624187469482
agm003186966,0.003569,0.03231233358383179
agm001129853,0.002123,0.007104367017745972
agm002295176,0.001546,-0.002857580780982971
agm002220164,0.002451,-0.01684516668319702
agm003186708,0.001068,0.005186505615711212
agm002283426,0.010428,-0.0004409700632095337
agm001115288,0.001124,-0.00014650821685791016
agm002194239,0.004714,-0.004631415009498596
agm001116328,0.001075,0.001581341028213501
agm001280758,0.009149,0.009285874664783478
agm003189717,0.001159,-0.007177457213401794
agm001618827,0.001011,0.004495888948440552
agm003437487,0.000759,0.0025474578142166138
agm002411881,0.007082,0.00046941637992858887
agm002700007,0.015652,-0.008875086903572083
agm003096079,0.030661,0.038501523435115814
agm002138451,0.000771,-0.0022341683506965637
agm001223832,0.003192,0.003174722194671631
agm002167041,0.030163,0.0011736303567886353
agm001197014,0.009107,0.022675499320030212
agm002344143,0.001461,-0.00698380172252655
agm002327914,0.003245,-0.0005866959691047668
agm003186403,0.004093,0.02091311290860176
agm002354264,0.001096,0.007323224097490311
agm003437849,0.000336,0.006392642855644226
agm002758025,0.026425,0.7781013250350952
agm002147173,0.003393,-0.0032442212104797363
agm003173037,0.001242,0.0057156383991241455
agm002946596,0.002448,-0.009203027933835983
agm003204342,0.012076,0.010860487818717957
agm002055630,0.002182,0.0014374256134033203
agm001228929,0.002682,0.006794244050979614
agm003769348,0.004073,-0.0001757591962814331
agm002428474,0.002262,-0.007068425416946411
agm005117832,0.008453,0.014160186052322388
agm001173958,0.002718,0.006987452507019043
agm001618901,0.003976,0.026403844356536865
agm001178751,0.001446,0.010635942220687866
agm002925170,0.006347,0.9437562227249146
agm001841113,0.010034,0.004332605749368668
agm003161517,0.00293,0.004980355501174927
agm003189693,0.016908,0.002421759068965912
agm002141835,0.021322,-0.00045840442180633545
agm003202637,1.010444,0.003573209047317505
agm002327335,0.205024,0.010219186544418335
agm001192166,0.005243,0.020899169147014618
agm001214138,0.000317,-0.011278711259365082
agm001198617,0.009597,0.020481109619140625
agm003204339,0.010008,0.0013892501592636108
agm001148131,0.003566,0.0023436546325683594
agm003636346,0.008986,0.005666092038154602
agm003199426,3e-06,0.025018543004989624
agm003615679,0.010695,-0.015387311577796936
agm003161327,0.003284,0.014192245900630951
agm003203155,0.000918,0.024103879928588867
agm003397941,0.000982,0.007297828793525696
agm002924475,0.006493,0.004921138286590576
agm002136744,0.008391,0.0010690242052078247
agm002646960,0.010843,-0.007604241371154785
agm002360812,0.005695,-0.0004284083843231201
agm002134208,0.001104,0.011819109320640564
agm002938115,3.3e-05,0.25297117233276367
agm001265780,0.000137,0.039373159408569336
agm003433871,0.03505,0.035389989614486694
agm002196495,0.007924,-0.011366292834281921
agm003204352,0.001644,0.003603518009185791
agm003202144,0.001287,0.01777110993862152
agm001148025,0.00867,-0.001650884747505188
agm001186172,0.003007,0.005555510520935059
agm003264088,0.004156,0.003234289586544037
agm002233281,0.003114,-0.00034156814217567444
agm001115568,0.00091,-0.002468019723892212
agm002202857,0.004946,-0.0014760792255401611
