id,formula,nsites,spg,e_form,dft_bandgap_eV,dft_bandgap_dir_eV,dos_ef_dft,sk_bandgap_eV
agm1000011850,AgF,10,6,-1.0128409,0.11520000000000001,0.23820000000000002,3.52863,0.05817127227783203
agm1000011994,AgF,8,1,-0.975066,2.6441,3.7425,0.0,4.2095136642456055
agm1000009440,AgF,4,191,-0.9738488999999999,2.883,2.883,0.0,4.208700180053711
agm1000007456,AgF,8,6,-0.5749843,0.089,0.1467,6.119028,0.03473997116088867
agm1000008511,AgF3,8,10,-1.2631899,0.6763,0.6763,-0.6160658999999999,1.7544503211975098
agm1000017841,AgF3,8,2,-1.2191229,0.4496,0.45780000000000004,0.0712676,1.9267024993896484
agm1000018089,AgF3,12,1,-1.1383314,0.8779,0.8779,-0.26245789999999997,0.7044234275817871
agm1000002485,AgF3,4,6,-0.6311884999999999,1.1243,1.2097,-0.023174399999999998,0.017472267150878906
agm1000009047,AgI,8,11,-0.19365321,2.2051,2.2051,0.0,3.0558905601501465
agm1000016629,AgI,12,1,-0.1786978,2.2077,2.2077,0.0,3.0295796394348145
agm1000000978,AgI,4,11,-0.15233262,2.0109,2.0109,0.0,3.118600606918335
agm1000015115,AgI,8,143,-0.09590061,2.7307,2.7307,0.0,4.0271406173706055
agm1000010488,AgI,4,63,0.038855232,2.711,3.1185,0.0,3.7449610233306885
agm1000007516,AgI,8,11,0.09318719,1.6133000000000002,1.6133000000000002,-9.390000000000002e-05,1.561213731765747
agm1000003129,AgI,6,1,0.24999626,0.0,0.0776,2.4942513,0.023438453674316406
agm1000004823,AgI,2,6,0.62470406,1.2856,1.2856,-0.0015838,3.747697353363037
agm1000017796,AgI3,8,1,-0.055532143000000006,1.6515,1.6515,0.0,1.9587366580963135
agm1000009873,AgI3,8,9,-0.029962223000000003,1.6608,1.7551999999999999,0.0,2.4567370414733887
agm1000004726,AgI3,4,6,0.10810221,1.0856,1.0856,-0.038484,0.8713741302490234
agm1000003431,AgN,4,6,0.49754292,0.7164,0.7164,-0.1403408,1.7642974853515625e-05
agm1000000208,AgN,6,1,0.8535003999999999,0.0,0.0051,1.1447886,0.00922250747680664
agm1000016720,AgN,12,169,1.60952,0.4062,0.40950000000000003,0.40835099999999996,0.0048542022705078125
agm1000010298,AgN,8,9,1.8396153,0.0,0.0274,2.6402452,0.008662223815917969
agm1000015930,AgN,6,6,1.8650132,0.0,0.049,2.4038641,0.019910335540771484
agm1000013341,AgN,2,191,2.009425,0.0,0.0002,1.9237529,0.2482619285583496
agm1000003140,AgO,8,6,0.034996852,0.0,0.1321,4.8716283,0.009076118469238281
agm1000011512,AgP,10,6,0.3950159,0.0,0.010100000000000001,1.3964139,0.29442548751831055
agm1000007203,AgP,12,6,0.43038344,0.0,0.09240000000000001,5.304194,0.010023832321166992
agm1000016005,AgP,6,174,0.49139145,0.33080000000000004,0.4025,0.519152,0.03201436996459961
agm1000010822,AgP,12,12,0.5368786,0.15430000000000002,0.5987,2.7440622,0.05274486541748047
agm1000001279,AgP,6,6,0.6390311,0.7068,0.7068,-0.2169678,0.23578405380249023
agm1000013109,AgP,4,10,0.69634724,0.0,0.47640000000000005,1.2105339,0.002913951873779297
agm1000006584,AgP,4,6,0.9073319999999999,0.0,0.2602,3.0732539,0.04477047920227051
agm1000018548,AgP,6,191,1.392699,0.6902,0.8051,-0.255533,0.045950889587402344
agm1000005702,AgS,4,10,-0.03033711,1.6591,1.9394,0.0,2.937103748321533
agm1000000384,AgSe,4,6,0.6569399,0.0049,0.0753,3.969664,0.5490036010742188
agm1000002811,AgTe,4,6,0.67247313,0.2298,0.6945,2.0162225,0.6611921787261963
agm1000018947,Al2O3,20,1,-2.8432076,3.6044,3.6044,0.0,6.234702110290527
agm1000002807,Al2O3,5,6,-1.6567048999999998,1.1274,1.2086000000000001,-0.0047003999999999995,0.840141773223877
agm1000016969,Al2S3,15,1,-1.2414861,2.5875,2.5875,0.0,4.798818588256836
agm1000012417,Al2S3,10,10,-0.66872907,0.0,0.050100000000000006,2.377697,0.09020113945007324
agm1000000697,Al2S3,5,6,-0.043792598,0.5141,0.5141,0.1098352,0.9037823677062988
agm1000005318,Al2Se3,5,6,-0.50316656,2.9039,2.9046000000000003,0.0,3.857828378677368
agm1000010879,Al2Te3,10,63,-0.3424377,1.8899,1.9025,0.0,4.021117687225342
agm1000019026,Al2Te3,30,194,-0.22009304000000002,0.0,0.047400000000000005,18.430204,1.6041665077209473
agm1000001212,Al2Te3,5,6,-0.0012119490000000001,0.0,0.0031000000000000003,4.7372847,1.8033080101013184
agm1000016821,AlAs,12,11,0.03690645,0.0,0.0901,2.4708373999999997,0.009747982025146484
agm1000016073,AlAs,6,145,0.07791834,1.3141,1.3141,-0.0007666999999999999,2.4523279666900635
agm1000011426,AlAs,8,10,0.1721771,0.0,0.002,1.9518756,0.032579898834228516
agm1000010283,AlAs,8,63,0.29504883,0.6247,0.9887,-0.272299,2.203434705734253
agm1000006176,AlAs,12,11,0.36108962,0.3055,0.3055,0.7958521,0.05888080596923828
agm1000003751,AlAs,6,6,0.53266144,0.0,0.0239,2.435426,0.0831441879272461
agm1000010681,AlAs,12,36,0.56804013,0.6926,0.7054,-0.5341431999999999,0.8587055206298828
agm1000003323,AlAs,2,6,0.8310055,0.0,0.012100000000000001,1.0022514,0.4229602813720703
agm1000013589,AlAs,2,191,1.1940439,0.0,0.718,2.5244467,0.6521115303039551
agm1000012539,AlBr3,8,3,-0.9502817,4.6105,4.6149000000000004,0.0,5.995241165161133
agm1000015203,AlCl3,4,38,-1.8602014,3.5074,3.6087,0.0,9.288482666015625
agm1000019604,AlCl3,8,194,-1.7738957,5.2659,5.2659,0.0,7.26942777633667
agm1000019982,AlF3,8,194,-3.6400692,8.0201,8.0201,0.0,15.15099811553955
agm1000002891,AlF3,4,174,-3.5531304,7.6086,7.9781,0.0,14.382014274597168
agm1000013078,AlF3,4,3,-3.2571106,6.5374,6.7999,0.0,10.250496864318848
agm1000007294,AlI3,8,11,-0.5283145300000001,3.4197,3.4197,0.0,5.164167404174805
agm1000003958,AlI3,4,1,0.012967330000000001,0.7103,0.7103,-0.13678089999999998,2.580875873565674
agm1000017795,AlN,12,176,-0.9158710999999999,2.3492,2.3492,0.0,4.073328495025635
agm1000018197,AlN,12,172,-0.76491886,2.0034,2.3226,0.0,4.5390214920043945
agm1000017707,AlN,16,1,-0.45899439999999997,1.5412,1.5412,-0.00021779999999999998,2.9995791912078857
agm1000018879,AlN,16,1,-0.23889111000000002,1.1122,1.1512,-0.0525534,1.0012989044189453
agm1000006073,AlN,12,11,0.010535045,0.588,0.588,0.025554999999999998,2.9759373664855957
agm1000014367,AlN,8,4,0.21866497000000001,2.4609,2.4711,0.0,5.488753318786621
agm1000013491,AlN,4,2,0.22757349999999998,2.2095000000000002,3.1178,0.0,4.8025712966918945
agm1000013821,AlN,2,191,0.22831383,2.4352,3.3901,0.0,4.806866645812988
agm1000016819,AlN,12,169,0.589685,0.0,0.1653,2.3396132,0.0021619796752929688
agm1000010886,AlN,4,38,0.68118566,0.3215,0.3899,1.3583791,0.023711681365966797
agm1000001123,AlN,2,6,2.0673327,0.0,0.21980000000000002,0.8439757999999999,0.5398306846618652
agm1000019996,AlP,12,36,-0.0863989,1.6864,1.752,0.0,3.0326404571533203
agm1000013622,AlP,6,6,0.019116774,1.3657,1.4261,-0.0006185,1.9992799758911133
agm1000017193,AlP,12,1,0.16247696,0.5337000000000001,0.5337000000000001,-0.29730394,0.9964261054992676
agm1000016277,AlP,12,1,0.20825325,0.0137,0.08940000000000001,4.684849,0.0026848316192626953
agm1000014499,AlP,20,1,0.27897686,0.41340000000000005,0.4723,0.6735801,0.49201536178588867
agm1000004622,AlP,6,6,0.323746,0.4788,0.8352,0.23716199999999998,0.6116001605987549
agm1000001256,AlP,4,11,0.38440698,0.0,0.6738000000000001,1.4310858,0.01796579360961914
agm1000001773,AlP,4,6,0.47943398000000004,0.0,0.9607,2.0502827,0.2748832702636719
agm1000006409,AlP,4,6,0.82122105,0.23500000000000001,0.451,1.1471696,0.48818302154541016
agm1000004025,AlP,2,6,0.9631284999999999,0.0,0.1376,1.1507589,0.13393783569335938
agm1000019508,B2O3,30,186,-2.775946,5.9741,6.159,0.0,6.363532066345215
agm1000005201,B2O3,5,6,-2.009033,6.1964,6.2027,0.0,8.014142036437988
agm1000007434,B2S3,10,63,-0.7849706999999999,2.8319,2.8319,0.0,3.733830451965332
agm1000004609,B2S3,5,6,-0.5330794,1.9083,2.4123,0.0,1.9142167568206787
agm1000000894,B2S3,5,38,-0.26094073,0.7525000000000001,0.7525000000000001,-0.1267095,3.020076274871826
agm1000017061,B2Se3,15,1,0.07026225,1.499,1.7112,-0.0001392,2.798769474029541
agm1000003346,B2Se3,5,1,0.3102582,2.9105,2.9967,0.0,3.8845298290252686
agm1000010220,B2Te3,10,63,0.32729378000000003,0.0,0.0006000000000000001,2.9868715,0.04286479949951172
agm1000017184,B2Te3,15,1,0.52426744,0.644,0.644,-0.3415832,1.101670503616333
agm1000006185,B2Te3,10,11,0.88812923,1.1676,1.1676,-0.0430122,0.7193751335144043
agm1000003473,Ba3As2,5,6,0.26976877,0.2175,0.2175,4.047065,0.5535850524902344
agm1000010358,Ba3N2,10,11,-0.22993112000000002,0.0,0.029300000000000003,11.425058,0.1128389835357666
agm1000005200,Ba3N2,5,6,0.381345,0.2697,0.2919,3.0094137,4.145063400268555
agm1000012447,Ba3P2,10,10,-0.22882564,1.1962,1.2794,-0.023805,0.024396419525146484
agm1000010625,BaBr2,6,63,-1.8331163,3.6572,3.669,0.0,5.30018424987793
agm1000013727,BaCl2,3,10,-2.526161,4.4914,4.5051,0.0,5.734382152557373
agm1000008744,BaCl2,6,6,-1.9939744,3.8204000000000002,3.8204000000000002,0.0,5.914429187774658
agm1000019475,BaF2,18,194,-3.718635,4.6009,4.6009,0.0,8.613479614257812
agm1000010978,BaF2,6,40,-3.6184529999999997,4.8994,4.8994,0.0,8.397782325744629
agm1000001194,BaF2,3,6,-3.0134108,4.3838,4.3838,0.0,8.460599899291992
agm1000009363,BaI2,6,66,-1.5515477999999998,4.1112,4.1112,0.0,4.667707443237305
agm1000007443,BaI2,12,6,-1.3858158999999999,2.2578,2.2578,0.0,4.634872913360596
agm1000019407,BaO,12,194,-2.5712028,1.7086999999999999,1.7086999999999999,0.0,4.920481204986572
agm1000017117,BaO,18,1,-2.4908683,1.5533000000000001,1.635,-7.515e-05,4.778651237487793
agm1000017675,BaO,12,176,-2.4594698,1.4126,1.7027999999999999,-0.0005811999999999999,6.3255462646484375
agm1000018696,BaO,12,1,-2.415018,1.3779,1.9022000000000001,-0.0018185,5.48624324798584
agm1000016059,BaO,6,145,-2.3392599,1.6968,2.0068,0.0,5.1418914794921875
agm1000018202,BaO,18,1,-2.2883155,0.0,0.2837,5.0085344,0.1994950771331787
agm1000004275,BaO,4,11,-1.9194224,1.4253,1.4253,-0.0005311,6.382233142852783
agm1000018538,BaO,6,191,-1.6388572,0.1393,0.1393,3.4016018,6.20318078994751
agm1000005047,BaO,6,6,-1.436826,0.4807,0.4807,0.48775575,0.6015729904174805
agm1000004364,BaO,4,191,-0.7534048999999999,0.9580000000000001,0.9915,-0.18322239999999998,0.35770082473754883
agm1000016782,BaS,12,175,-1.914817,2.0209,2.0209,0.0,3.6868703365325928
agm1000014297,BaS,8,11,-1.8573122,1.9604,2.0654,0.0,3.990790843963623
agm1000015965,BaS,6,1,-1.7396641,1.7642,1.9382000000000001,0.0,4.050230979919434
agm1000001668,BaS,6,1,-1.2819612,1.9213,1.9213,0.0,4.304391860961914
agm1000009035,BaS,8,6,-1.1271535,2.2871,2.2871,0.0,4.203243255615234
agm1000013003,BaS,2,191,-1.0976453,1.3772,1.3772,-0.0006492,4.247445106506348
agm1000016729,BAs,12,5,0.43066964,1.4074,1.5764,-0.000572,1.3130497932434082
agm1000015888,BAs,6,144,0.6300106600000001,1.3251,1.3701,-0.0013089999999999998,1.2033898830413818
agm1000014195,BAs,4,11,0.72212064,0.5245000000000001,0.9601000000000001,0.04469815,0.7013454437255859
agm1000006767,BAs,8,11,0.8897474,0.0143,0.0784,6.5788164,0.012730121612548828
agm1000018134,BAs,6,191,1.590668,0.5779000000000001,0.5779000000000001,0.1477195,1.4475822448730469
agm1000016340,BaSe,12,175,-1.5608588,1.9327,1.9327,0.0,3.412193775177002
agm1000018426,BaSe,12,10,-1.4396553,2.0055,2.0055,0.0,3.8110618591308594
agm1000015505,BaSe,6,174,-1.3695158,1.6142,1.7555,-0.00013659999999999999,3.3645877838134766
agm1000009129,BaSe,8,66,-1.2920756,2.0586,2.0586,0.0,3.9783620834350586
agm1000005453,BaSe,6,6,-0.826314,1.7364000000000002,1.7364000000000002,0.0,4.096338272094727
agm1000013373,BaSe,2,191,-0.7613913,1.4512,1.4512,-0.000155,3.923910140991211
agm1000017652,BaTe,12,176,-1.4023563000000001,2.1357,2.1357,0.0,3.3345088958740234
agm1000016807,BaTe,12,175,-1.3208506,1.8184,1.8184,0.0,2.874288558959961
agm1000018090,BaTe,18,1,-1.2249839,1.2941,1.2941,-0.0071725999999999995,2.880671262741089
agm1000003944,BaTe,6,6,-1.1524524999999999,2.1612,2.1612,0.0,3.3496363162994385
agm1000001449,BaTe,8,11,-1.069558,2.2887,2.3286,0.0,3.589414358139038
agm1000005546,BaTe,6,1,-0.8767936,1.2771,1.2862,-0.0069594999999999995,3.4862685203552246
agm1000017399,BaTe,6,191,-0.5475251999999999,1.6006,1.6006,-0.00010159999999999999,3.211956739425659
agm1000005484,BaTe,2,6,0.27157223,1.2637,1.2637,-0.02136245,3.294719696044922
agm1000010056,BCl3,8,9,-1.4069,4.7588,4.9125,0.0,5.970190048217773
agm1000017575,BCl3,8,2,-1.4023064,4.7277000000000005,4.7277000000000005,0.0,5.999988079071045
agm1000009534,Be3As2,10,66,0.15491004,1.0158,1.0813,-0.019998,1.6351163387298584
agm1000001340,Be3As2,5,6,0.72390676,0.6809000000000001,0.9031,-0.1652807,0.8409099578857422
agm1000010248,Be3N2,10,1,-0.2350502,1.0256,1.1034,-0.040419,1.094954013824463
agm1000004469,Be3N2,5,6,0.6480604,0.6001000000000001,1.3396,-0.0863307,1.2791805267333984
agm1000012508,Be3P2,10,10,0.051293228,1.6157,1.6157,0.0,3.11440110206604
agm1000009052,Be3P2,10,11,0.2572088,0.9645,1.0255,-0.0890135,0.9693479537963867
agm1000003064,Be3P2,5,6,1.0667506,0.0,0.10840000000000001,1.2713736,0.255734920501709
agm1000009423,BeBr2,6,66,-0.6927945,5.3701,5.3701,0.0,6.695693016052246
agm1000010768,BeCl2,6,10,-1.7971650000000001,5.8791,5.8791,0.0,9.168333053588867
agm1000004900,BeCl2,3,38,-1.6081933,4.3087,4.3087,0.0,6.484840393066406
agm1000007518,BeCl2,6,65,-1.4699632999999999,6.1496,6.1496,0.0,7.586280822753906
agm1000018252,BeF2,9,3,-3.2659218,6.7305,6.7305,0.0,10.890090942382812
agm1000010435,BeF2,6,2,-3.1029134,7.2281,7.3976,0.0,9.165371894836426
agm1000009861,BeI2,6,66,-0.5569182,4.5808,4.767,0.0,6.156601905822754
agm1000013868,BeI2,3,6,-0.37891546,2.4484,2.4484,0.0,4.539969444274902
agm1000006913,BeI2,6,11,-0.26815224,4.5744,4.5744,0.0,5.6266398429870605
agm1000016526,BeO,14,6,-2.8304129,5.1156,5.2324,0.0,7.15125846862793
agm1000020030,BeO,40,1,-2.6238685,3.2369,3.2369,0.0,7.200432777404785
agm1000010496,BeO,12,63,-2.559352,5.3184000000000005,5.3307,0.0,6.917012691497803
agm1000017161,BeO,18,1,-2.4695802000000002,5.1057,5.1057,0.0,7.40846061706543
agm1000010001,BeO,8,65,-2.3535953,5.1517,5.1517,0.0,7.4039716720581055
agm1000013111,BeO,2,191,-2.3529959,5.5011,6.8769,0.0,7.43377685546875
agm1000016623,BeO,12,2,-2.2688973,4.3656,4.3656,0.0,7.683330535888672
agm1000002669,BeO,4,6,-1.101148,0.0,0.1066,1.7397171,2.499509811401367
agm1000017847,BeS,12,11,-1.1756796,4.4036,4.4036,0.0,5.340041160583496
agm1000019255,BeS,12,186,-1.0852641,2.6743,2.686,0.0,3.815190076828003
agm1000009906,BeS,12,38,-1.0601878,3.2346,3.2346,0.0,4.529271602630615
agm1000009454,BeS,8,66,-0.9948216,4.4827,4.6193,0.0,5.186002731323242
agm1000012557,BeS,8,3,-0.8871500000000001,2.8369,3.0603,0.0,4.140474319458008
agm1000016662,BeS,12,1,-0.73875463,3.8213,3.8213,0.0,4.692304611206055
agm1000015265,BeS,6,174,-0.6738215,3.0672,3.0672,0.0,4.410800933837891
agm1000013990,BeS,2,191,-0.4837411,3.9808,3.9808,0.0,4.98371696472168
agm1000006195,BeS,4,6,0.053134464000000006,0.0,0.2902,1.4161905,0.07322406768798828
agm1000002337,BeS,4,6,0.5646437400000001,0.0,0.0033,2.5757692,0.15155267715454102
agm1000016630,BeSe,12,6,-0.5929363400000001,3.7834,3.7834,0.0,4.306822776794434
agm1000015005,BeSe,20,1,-0.47730829999999996,2.0289,2.0351,0.0,3.4202489852905273
agm1000012763,BeSe,4,63,-0.46409944000000003,4.0071,4.1981,0.0,4.6648736000061035
agm1000014312,BeSe,8,4,-0.37375548000000003,2.6313,2.9317,0.0,3.2557506561279297
agm1000016172,BeSe,6,154,-0.20944521,3.5999,3.7498,0.0,4.363658905029297
agm1000003481,BeSe,6,6,-0.15151154,2.9183,3.0913,0.0,4.099407196044922
agm1000010516,BeSe,4,12,0.06388496,2.8004,2.8004,0.0,3.9276175498962402
agm1000004535,BeSe,6,1,0.17004056,1.8087,1.8137,0.0,3.2185182571411133
agm1000000658,BeSe,2,38,0.9785729999999999,0.0589,0.3558,1.7090874,0.4677090644836426
agm1000016276,BeTe,14,1,-0.12163993000000001,1.5251000000000001,1.7496,0.0,2.2983973026275635
agm1000009101,BeTe,12,1,-0.06887044,3.0701,3.3621,0.0,3.8004610538482666
agm1000017534,BeTe,16,4,-0.048963197,1.4154,1.445,-0.0010609999999999999,2.75110125541687
agm1000016278,BeTe,12,6,0.048753526000000005,0.0,0.1019,4.5659003,0.0194244384765625
agm1000016634,BeTe,12,1,0.21008728000000002,2.2394,2.2566,0.0,2.984174966812134
agm1000014504,BeTe,20,66,0.40460145000000003,0.9465,0.9673,-0.2007022,1.7955641746520996
agm1000012884,BeTe,4,2,0.48624375000000003,1.9963000000000002,1.9963000000000002,0.0,2.7024295330047607
agm1000013231,BeTe,2,191,0.60255235,2.6519,2.8125999999999998,0.0,3.7060940265655518
agm1000017786,BF3,8,4,-3.1121187,8.5277,8.5277,0.0,10.700738906860352
agm1000001145,BF3,4,8,-3.107694,8.7485,8.749600000000001,0.0,10.72790813446045
agm1000019447,BI3,8,194,-0.019397756000000002,2.7580999999999998,2.7580999999999998,0.0,3.8852832317352295
agm1000002447,BI3,4,6,0.4823865,1.3745,1.3745,-0.0009754,2.9223456382751465
agm1000012536,BN,12,4,-0.8385328999999999,4.0929,4.1814,0.0,3.8529484272003174
agm1000016805,BN,12,191,-0.6668033999999999,3.9769,3.9769,0.0,3.7243125438690186
agm1000013651,BN,2,191,-0.6660744,4.1811,4.1811,0.0,3.724175453186035
agm1000018631,BN,12,1,-0.5102339,0.0,0.0637,1.1422355,0.15186738967895508
agm1000017885,BN,16,1,0.010607347000000001,1.1517,1.1517,-0.0322337,1.607983112335205
agm1000006809,BN,12,6,0.24472895,1.1532,1.1532,-0.008834999999999999,0.35302114486694336
agm1000015672,BN,6,6,0.6649838,0.3851,0.3851,1.4511726,0.03664350509643555
agm1000011805,BN,8,10,1.1181362,0.0,0.0165,3.7966444,0.2438821792602539
agm1000017201,BP,12,145,0.2507416,1.0689,1.1792,-0.012895499999999999,1.2765545845031738
agm1000011042,BP,8,5,0.37272093,0.8653000000000001,1.6254,-0.0735256,1.3951983451843262
agm1000011899,BP,8,4,0.43618977000000003,0.44830000000000003,0.6359,0.3432265,0.5188431739807129
agm1000009614,BP,12,9,0.5345938,0.9446,1.0333,-0.10105159999999999,1.8321022987365723
agm1000000151,BP,6,6,0.6058599,0.2936,0.4554,0.698152,0.21270036697387695
agm1000015813,BP,6,144,0.6389574,1.314,1.314,-0.0009632,1.525010585784912
agm1000001808,BP,4,11,0.7030702999999999,0.0,0.0261,0.87580884,0.032277584075927734
agm1000001876,BP,6,6,0.7443272,0.0,0.6047,2.0307517,0.009079933166503906
agm1000005743,BP,8,6,0.7965589,0.17470000000000002,0.404,3.420284,0.12487173080444336
agm1000010444,BP,4,63,1.1233466,0.06430000000000001,0.06430000000000001,1.692793,0.23810195922851562
agm1000001388,BP,2,6,1.6172706,0.0,0.25420000000000004,1.706253,1.239851951599121
agm1000018889,Ca3As2,20,9,-0.5586818,0.23800000000000002,0.3765,5.176526,0.23128414154052734
agm1000002218,Ca3As2,5,6,-0.27238134,0.5901000000000001,0.5901000000000001,-0.12964499999999998,2.26106858253479
agm1000019960,Ca3N2,20,1,-0.49241957000000003,0.0,0.11520000000000001,4.178327,0.0016031265258789062
agm1000008071,Ca3N2,10,1,-0.05400503,0.0,0.0026000000000000003,5.789891,0.48174190521240234
agm1000005048,Ca3N2,5,6,0.63581467,0.0,0.06720000000000001,7.795332,0.06546854972839355
agm1000003984,Ca3P2,5,2,0.07068955,1.1409,1.2375,-0.031172,2.8209285736083984
agm1000002960,CaBr2,3,38,-1.2106048999999999,3.6196,3.622,0.0,6.742856025695801
agm1000008079,CaCl2,12,6,-2.4855123,4.8128,4.8128,0.0,7.811556816101074
agm1000008202,CaCl2,6,11,-2.2653746999999997,4.1497,4.1497,0.0,7.522032737731934
agm1000001905,CaF2,6,11,-3.9307296,6.4249,6.4984,0.0,11.685258865356445
agm1000013161,CaF2,3,65,-3.706721,5.5136,5.5325,0.0,10.318795204162598
agm1000005828,CaF2,3,6,-2.9700663,4.6097,4.6097,0.0,9.400672912597656
agm1000010121,CaI2,6,63,-1.3694915,3.3086,3.331,0.0,5.145211696624756
agm1000005739,CaI2,6,6,-1.1670424,2.8788,2.8788,0.0,5.861000061035156
agm1000014811,CaO,16,66,-2.8791664,2.1346,2.1346,0.0,7.329550743103027
agm1000018765,CaO,16,10,-2.7674975,2.4305,2.4621,0.0,6.6435322761535645
